$csv_data = <<<'CSV'
"post_title","post_name","post_status","artsgruppe","vitenskapelig_navn","kort_beskrivelse","lang_beskrivelse","storrelse","vekt","kjennetegn","levested","utbredelse","sesong_aktiv_periode","mat_naering","rodlistestatus","status_i_norge","artsdatabanken_takson_id","kilde_artsdatabanken","kilde_snl","kilde_fuglevennen_miljolaere","kilde_birdlife_fugleatlas","sist_kontrollert","importstatus"
"Spettmeis","spettmeis","publish","Fugler","Sitta europaea","Spettmeis er en kompakt skogsfugl som klatrer både oppover og nedover trestammer.","Spettmeis er en liten, kraftig bygget fugl med blågrå overside, lys underside og svart øyestripe. Den er kjent for å kunne klatre med hodet nedover på stammer og greiner. Arten hekker i hulrom og murer ofte igjen deler av åpningen med leire.","Ca. 12–14 cm","Ca. 18–25 g","Blågrå overside, lys underside, svart øyestripe og kort stjert. Klatrer lett på stammer, også med hodet nedover.","Skog og semi-naturlig mark, særlig løvskog, blandingsskog, parker og hager med eldre trær.","Hekker i store deler av Sør-Norge og spredt nordover i egnede skogområder.","Hele året. Hovedsakelig standfugl.","Insekter, edderkopper, nøtter, frø og bær. Besøker gjerne fuglematere for solsikkefrø og nøtter.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","4321","https://artsdatabanken.no/arter/takson/4321","https://snl.no/spettmeis","https://www.fuglevennen.no/arter/?or_id=485","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Splitterne","splitterne","publish","Fugler","Thalasseus sandvicensis","Splitterne er en stor og slank terne med svart hette og langt, svart nebb med lys spiss.","Splitterne er en kysttilknyttet terne som hekker i kolonier lenger sør i Europa. I Norge er den observert hekkende, men regnes ikke som etablert med fast reproduserende bestand. Arten lever hovedsakelig av småfisk som fanges ved stupdykking.","Ca. 36–41 cm","Ca. 180–300 g","Stor terne med svart hette, raggete nakkefjær, lyst gråhvit kropp og langt svart nebb med gulaktig spiss.","Kyst, saltvann, fjæresone og åpne hekkeplasser på sand- og grusflater der den hekker.","Forekommer i Norge, men uten etablert hekkebestand. Ses særlig langs kysten.","Trekkfugl. Observeres særlig vår, sommer og høst langs kysten.","Småfisk, krepsdyr og andre marine smådyr.","NA – Ikke egnet","Finnes i Norge, men regnes ikke som etablert hekkefugl i rødlistesammenheng.","203559","https://artsdatabanken.no/arter/takson/203559","https://snl.no/splitterne","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Spurvehauk","spurvehauk","publish","Fugler","Accipiter nisus","Spurvehauk er en liten og rask skogrovfugl som jakter småfugl.","Spurvehauk er en smidig rovfugl med korte, avrundede vinger og lang stjert. Den jakter ofte lavt og raskt gjennom skog, hager og kantsoner. Hunnen er betydelig større enn hannen og kan ta større byttedyr.","Ca. 29–41 cm","Ca. 130–350 g","Liten hauk med korte brede vinger, lang stjert og rask, lav flukt. Voksne har tverrstripet underside.","Skog, semi-naturlig mark, hager og kulturlandskap med trær.","Hekker i store deler av Norge i egnede skogsområder.","Hele året i mange områder, men noen trekker eller streifer.","Småfugl er viktigst, men tar også andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203594","https://artsdatabanken.no/arter/takson/203594","https://snl.no/spurvehauk","https://www.miljolare.no/artstre/?or_id=476","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Spurveugle","spurveugle","publish","Fugler","Glaucidium passerinum","Spurveugle er Europas minste ugle og en dagaktiv smårovfugl i skog.","Spurveugle er en svært liten ugle med rund kroppsform, kort stjert og gule øyne. Den lever i skog, særlig barskog og blandingsskog, og hekker ofte i gamle spettehull. Arten jakter småfugl og smågnagere og kan hamstre byttedyr.","Ca. 15–19 cm","Ca. 50–80 g","Svært liten ugle med gule øyne, brun overside med lyse flekker og lys underside med mørke streker.","Skog, særlig barskog og blandingsskog med hulrom.","Hekker i skogområder i store deler av Norge.","Hele året. Hovedsakelig standfugl, men kan streife.","Småfugl, smågnagere og andre smådyr. Kan hamstre mat.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203604","https://artsdatabanken.no/arter/takson/203604","https://snl.no/spurveugle","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Steinskvett","steinskvett","publish","Fugler","Oenanthe oenanthe","Steinskvett er en åpenmarksfugl i fjell, kyst og steinrike områder.","Steinskvett er en liten fluesnapper med oppreist holdning, lang stjert og tydelig hvit overgump. Den hekker i steinurer, fjellområder, kystheier, beitemark og andre åpne områder med hulrom mellom steiner eller i bakken.","Ca. 14–16 cm","Ca. 20–30 g","Hvit overgump og svart T-formet haletegning. Hannen har grå overside, svart øyemaske og lys underside i sommerdrakt.","Kyst, berg og ur, fjell og åpne landskap med stein og lav vegetasjon.","Hekker i store deler av Norge, særlig i fjell-, kyst- og åpne steinrike områder.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og noe bær.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl på Fastlands-Norge.","160511","https://artsdatabanken.no/arter/takson/160511","https://snl.no/steinskvett","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Steinvender","steinvender","publish","Fugler","Arenaria interpres","Steinvender er en kystvader som ofte vender småstein og tang på jakt etter mat.","Steinvender er en mellomstor vadefugl med kraftig kropp, korte bein og kontrastrik fjærdrakt. Den hekker på kystnære steder og bruker fjæresone, steinstrand og tangvoller under trekk og utenom hekketiden. Navnet viser til måten den leter etter smådyr under steiner og tang.","Ca. 21–26 cm","Ca. 85–150 g","Kraftig liten vader med oransje bein, mørkt og hvitt hode- og brystmønster og kastanjebrune partier i sommerdrakt.","Fjæresone, kyst, steinstrand, tangvoller og åpne kystnære hekkeplasser.","Hekker lokalt langs norskekysten og på Svalbard. Ses også under trekk langs kysten.","Trekkfugl. Hekker i Norge om sommeren og ses langs kysten vår og høst.","Insekter, krepsdyr, bløtdyr, mark, egg, åtsel og andre smådyr funnet i tang og fjære.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl på Fastlands-Norge.","203541","https://artsdatabanken.no/arter/takson/203541","https://snl.no/steinvender","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stillits","stillits","publish","Fugler","Carduelis carduelis","Stillits er en fargerik fink med rødt ansikt, svart-hvitt hode og gule vingefelt.","Stillits er en liten og fargerik frøspiser som ofte opptrer i små flokker. Den har et spesialisert nebb som egner seg godt til frø fra tistler og andre kurvplanter. Arten hekker i løvskog, hager, parker og kulturlandskap.","Ca. 12–13 cm","Ca. 14–19 g","Rødt ansikt, svart-hvitt hode, brune kroppssider og tydelige gule vingefelt.","Skog, semi-naturlig mark, kyst, hager, parker og kulturlandskap.","Hekker i Norge særlig i Sør-Norge og langs kysten, men kan opptre spredt også andre steder.","Hele året eller delvis trekkfugl/streiffugl.","Frø fra tistler, borre, løvetann og andre planter. Kan besøke fuglematere for små frø.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203763","https://artsdatabanken.no/arter/takson/203763","https://snl.no/stillits","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stjertand","stjertand","publish","Fugler","Anas acuta","Stjertand er en slank gressand med lang spiss stjert hos hannen.","Stjertand er en elegant and med lang hals og slank kropp. Hannen i praktdrakt har sjokoladebrunt hode, hvit halsstripe, grå kropp og lange midtre stjertfjær. Arten hekker i grunne, vegetasjonsrike våtmarker, særlig i Nord-Norge og fjellnære områder.","Ca. 51–66 cm","Ca. 500–1100 g","Slank and med lang hals. Hannen har brun hodefarge, hvit halsstripe og lang spiss stjert i praktdrakt.","Ferskvann, våtmark, grunne vegetasjonsrike vann, tjern, elver og myrområder.","Hekker hovedsakelig i Nord-Norge og lavereliggende fjellstrøk i Sør-Norge, men også fåtallig langs kysten.","Trekkfugl. Hekker i Norge vår og sommer.","Vannplanter, frø, akvatiske smådyr og invertebrater.","VU – Sårbar","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203472","https://artsdatabanken.no/arter/takson/203472","https://snl.no/stjertand","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stjertmeis","stjertmeis","publish","Fugler","Aegithalos caudatus","Stjertmeis er en liten og rund fugl med svært lang stjert, ofte sett i små flokker.","Stjertmeis er en sosial småfugl som ofte beveger seg i familiegrupper gjennom løvskog, blandingsskog, hager og kratt. Den har liten rund kropp, lang stjert og myk fjærdrakt. Arten bygger et forseggjort reir av lav, mose og spindelvev.","Ca. 13–15 cm inkludert stjert","Ca. 7–10 g","Svært lang stjert, liten rund kropp, lys underside og mørke eller rosabrune partier avhengig av underart.","Skog, hager, parker, kratt og semi-naturlig mark.","Hekker i store deler av Norge i egnede skog- og krattmiljøer.","Hele året. Hovedsakelig standfugl, men flokker kan streife.","Insekter, edderkopper, larver og små frø.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","4033","https://artsdatabanken.no/arter/takson/4033","https://snl.no/stjertmeis","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stokkand","stokkand","publish","Fugler","Anas platyrhynchos","Stokkand er Norges vanligste and og finnes i mange typer vannmiljøer.","Stokkand er en tilpasningsdyktig gressand som trives i innsjøer, elver, dammer, våtmarker, parker og kystnære områder. Hannen har grønt hode, hvit halsring og kastanjebrunt bryst i praktdrakt, mens hunnen er brunspettet.","Ca. 50–65 cm","Ca. 0,8–1,4 kg","Hannen har grønt hode, hvit halsring og gult nebb. Hunnen er brunspettet og godt kamuflert.","Ferskvann, våtmark, kyst, parker, dammer og elver.","Vanlig hekkefugl i store deler av Norge.","Hele året i mange områder. Mange overvintrer i isfrie vann og kystområder.","Vannplanter, frø, smådyr, insekter, snegler og annen tilgjengelig føde.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203471","https://artsdatabanken.no/arter/takson/203471","https://snl.no/stokkand","https://www.fuglevennen.no/arter/?or_id=519","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Storfugl","storfugl","publish","Fugler","Tetrao urogallus","Storfugl er en stor skogshøne, kjent for tiurens spill om våren.","Storfugl er den største av skogshønsene i Norge. Hannen, tiuren, er stor og mørk med grønnlig brystglans, mens hunnen, røya, er brunspettet. Arten er knyttet til større skogområder, særlig barskog, og hannene samles på spillplasser om våren.","Ca. 54–90 cm","Ca. 1,5–5 kg","Tiuren er stor og mørk med kraftig kropp, rød øyekam og vifteformet stjert. Røya er mindre og brunspettet.","Skog, særlig barskog, myrkanter og eldre skogområder.","Hekker i skogområder i store deler av Norge.","Hele året. Standfugl med lokale forflytninger.","Barnåler, knopper, skudd, bær, frø og insekter, særlig for kyllinger.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203484","https://artsdatabanken.no/arter/takson/203484","https://snl.no/storfugl","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Storjo","storjo","publish","Fugler","Stercorarius skua","Storjo er en stor og kraftig jo som hekker ved kysten og ved sjøfuglkolonier.","Storjo er en kraftig sjøfugl med brungrov fjærdrakt, brede vinger og hvite felt i vingene. Den hekker nær kyst og sjøfuglkolonier, og er kjent for aggressivt forsvar av hekkeområdet. Arten lever av fisk, fugl, egg, åtsel og kleptoparasittisme, der den jager andre sjøfugler for å få dem til å slippe mat.","Ca. 53–58 cm","Ca. 1,2–1,8 kg","Stor brun jo med kraftig kropp, brede vinger og tydelige hvite vingefelt.","Kyst, fuglefjell, saltvann og åpne hekkeområder nær sjøfuglkolonier.","Hekker fåtallig langs deler av norskekysten, på Jan Mayen og på Svalbard.","Trekkfugl eller streiffugl. Hekker i sommerhalvåret og oppholder seg ellers i marine områder.","Fisk, sjøfugl, egg, unger, åtsel og mat stjålet fra andre sjøfugler.","LCº – Livskraftig (nedgradert)","Finnes i Norge. Etablert hekkefugl.","3750","https://artsdatabanken.no/arter/takson/3750","https://snl.no/storjo","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Storlom","storlom","publish","Fugler","Gavia arctica","Storlom er en stor lom som hekker ved innsjøer og lever hovedsakelig av fisk.","Storlom er en stor vannfugl med spisst nebb, mørkt hode og hals, stripet halsfelt og mørk-hvit rutet rygg i sommerdrakt. Den hekker ved større innsjøer og fiskerike vann, og er avhengig av åpne vannflater for å ta av og lande.","Ca. 63–75 cm","Ca. 2–3,4 kg","Sommerdrakt med mørkt hode, svart strupe, hvit halsstriping og rutet mørk rygg.","Ferskvann, innsjøer, våtmark og marine områder utenom hekketiden.","Hekker ved egnede innsjøer i store deler av Norge.","Hekker vår og sommer. Overvintrer ofte langs kysten eller i isfrie vann.","Fisk er viktigst, men tar også krepsdyr og andre vannlevende smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203565","https://artsdatabanken.no/arter/takson/203565","https://snl.no/storlom","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stormsvale","stormsvale","publish","Fugler","Hydrobates leucorhous","Stormsvale er en liten, mørk stormfugl som tilbringer mesteparten av livet langt til havs.","Stormsvale er en liten pelagisk sjøfugl med mørk kropp, hvit overgump og kløftet stjert. Den hekker skjult i hulrom og sprekker på øyer og kystklipper, og er nattaktiv ved koloniene. Arten søker smådyr og organisk materiale fra havoverflaten.","Ca. 18–21 cm","Ca. 35–50 g","Liten mørk stormfugl med hvit overgump, kløftet stjert og lett, flagrende flukt over bølgene.","Saltvann, åpent hav og kystnære hekkeplasser.","Hekker lokalt i Norge og opptrer ellers langt til havs.","Hekker i sommerhalvåret. Utenom hekketiden oppholder den seg i marine områder.","Små krepsdyr, planktoniske dyr, småfisk og organisk materiale fra havoverflaten.","VU – Sårbar","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203569","https://artsdatabanken.no/arter/takson/203569","https://snl.no/stormsvale","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Storskarv","storskarv","publish","Fugler","Phalacrocorax carbo","Storskarv er en stor mørk sjøfugl som dykker etter fisk og ofte tørker vingene med utspilte vinger.","Storskarv er en stor skarv med mørk kropp, lang hals og kraftig nebb. Den lever av fisk som fanges ved dykking, og hekker i kolonier langs kysten eller ved større vann. Arten opptrer ofte sittende på skjær eller steiner med vingene utbredt.","Ca. 80–100 cm","Ca. 2–3,5 kg","Stor mørk fugl med lang hals, kraftig nebb og tung flukt. Voksne fugler har hvite partier på hodet i hekketiden.","Saltvann, kyst, fjæresone, ferskvann og større innsjøer.","Hekker langs norskekysten og lokalt ved større innsjøer.","Hele året mange steder. En del overvintrer langs kysten.","Fisk er hovednæring, fanget ved dykking.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","3863","https://artsdatabanken.no/arter/takson/3863","https://snl.no/storskarv","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Storspove","storspove","publish","Fugler","Numenius arquata","Storspove er Europas største vadefugl, med langt nedoverbøyd nebb og fløytende rop.","Storspove er en stor vadefugl med lang hals, lange bein og svært langt nedoverbøyd nebb. Den hekker i åpne landskap som myrer, strandenger, lyngheier og jordbrukslandskap. Arten har gått betydelig tilbake og er vurdert som sterkt truet i Norge.","Ca. 50–60 cm","Ca. 500–1000 g","Stor vadefugl med langt nedoverbøyd nebb, brunspettet drakt og karakteristisk fløytende rop.","Kyst, semi-naturlig mark, våtmark, fjæresone, myr og jordbrukslandskap.","Hekker langs kysten fra Sørlandet til Finnmark, i Oslofjordområdet og lokalt i innlandet.","Trekkfugl. Hekker i Norge om sommeren og ses langs kyst og våtmark under trekk.","Mark, insekter, larver, snegler, krepsdyr og andre smådyr.","EN – Sterkt truet","Finnes i Norge. Etablert, men sterkt truet hekkefugl.","203539","https://artsdatabanken.no/arter/takson/203539","https://snl.no/storspove","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Strandsnipe","strandsnipe","publish","Fugler","Actitis hypoleucos","Strandsnipe er en liten vadefugl som ofte sees langs steinete elver, innsjøer og strandkanter.","Strandsnipe er en liten snipe med brun overside, hvit underside og karakteristisk vippende bakpart. Den hekker langs elver, bekker, innsjøer og kystnære strandsoner. I flukt har den stive, raske vingeslag lavt over vannet.","Ca. 18–21 cm","Ca. 35–60 g","Brun overside, hvit underside med hvit kile opp foran vingen, kortere bein og tydelig vipping med bakparten.","Ferskvann, elver, innsjøer, kyst, fjæresone og steinete strandkanter.","Hekker vanlig i store deler av Norge langs vann og vassdrag.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, små krepsdyr, mark og andre smådyr langs vannkanter.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3664","https://artsdatabanken.no/arter/takson/3664","https://snl.no/strandsnipe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stær","staer","publish","Fugler","Sturnus vulgaris","Stær er en sosial spurvefugl med metallglinsende fjærdrakt, men arten er vurdert som nær truet i Norge.","Stær er en middels stor spurvefugl med mørk, metallglinsende fjærdrakt og lyse prikker. Den hekker i hulrom i trær, bygninger eller fuglekasser, og opptrer ofte i flokker utenfor hekketiden. Arten er knyttet til kulturlandskap, hager, beitemark og åpne områder med kort vegetasjon.","Ca. 19–22 cm","Ca. 60–90 g","Mørk metallglinsende fjærdrakt med lyse prikker, kort stjert og spisst nebb. Kan imitere lyder.","Semi-naturlig mark, sterkt endret mark, kulturlandskap, hager og parker.","Hekker i store deler av Norge, særlig i kulturlandskap og nær bebyggelse.","Trekkfugl eller delvis overvintrende i milde områder.","Insekter, larver, mark, frukt, bær og frø.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","203719","https://artsdatabanken.no/arter/takson/203719","https://snl.no/st%C3%A6r","https://www.fuglevennen.no/arter/?or_id=490","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartand","svartand","publish","Fugler","Melanitta nigra","Svartand er en mørk dykkand som hekker i ferskvann og overvintrer i marine kystområder.","Svartand er en dykkand der hannen er nesten helt svart med guloransje felt på nebbet, mens hunnen er brunere med lysere kinn. Arten hekker ved innsjøer, fjellvann og våtmarker, og overvintrer ofte i store flokker på sjøen.","Ca. 44–54 cm","Ca. 700–1500 g","Hannen er svart med guloransje nebbknøl. Hunnen er brunlig med lysere kinn og mørk hette.","Ferskvann, våtmark, fjellvann og saltvann utenom hekketiden.","Hekker spredt og fåtallig i Norge, særlig i nordlige og høyereliggende områder. Overvintrer langs kysten.","Hekker om sommeren. Overvintrer hovedsakelig i marine områder.","Muslinger, krepsdyr, snegler, insektlarver og andre smådyr som tas ved dykking.","VU – Sårbar","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203475","https://artsdatabanken.no/arter/takson/203475","https://snl.no/svartand","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartbak","svartbak","publish","Fugler","Larus marinus","Svartbak er verdens største måke og en kraftig kystfugl med svart rygg.","Svartbak er en stor og kraftig måke med svart overside, hvit kropp og store kraftige vinger. Den hekker langs kysten, ofte på holmer og skjær, og er en dominerende alteter som tar fisk, fugler, egg, åtsel og avfall.","Ca. 61–74 cm","Ca. 1,2–2,3 kg","Svært stor måke med svart rygg, hvit kropp, kraftig gult nebb med rød flekk og rosa bein.","Kyst, saltvann, fjæresone, holmer, skjær og enkelte innlandsområder.","Hekker langs hele norskekysten og lokalt ved større vann.","Hele året i kystområder. Noen streifer utenfor hekketiden.","Fisk, fugler, egg, unger, åtsel, avfall og annen animalsk føde.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3640","https://artsdatabanken.no/arter/takson/3640","https://snl.no/svartbak","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svarthalespove","svarthalespove","publish","Fugler","Limosa limosa","Svarthalespove er en stor vadefugl med langt nebb og svart halebånd, kritisk truet i Norge.","Svarthalespove er en langbeint vadefugl med langt, rett til svakt oppoverbøyd nebb. I sommerdrakt har den rødbrunt bryst og hode, og i flukt vises svart halebånd og hvite vingebånd. Arten hekker svært fåtallig i Norge, særlig i kystnære våtmarks- og kulturlandskap.","Ca. 37–44 cm","Ca. 250–500 g","Langt nebb, lange bein, rødbrun sommerdrakt og tydelig svart halebånd med hvite vingebånd i flukt.","Våtmark, kyst, semi-naturlig mark, strandenger, myr og fjæresone.","Svært fåtallig og lokal hekkefugl i Norge.","Trekkfugl. Hekker i Norge om sommeren og ses under trekk.","Insekter, mark, krepsdyr, bløtdyr og andre smådyr i våtmark og mudder.","CR – Kritisk truet","Finnes i Norge. Svært fåtallig etablert hekkefugl.","3708","https://artsdatabanken.no/arter/takson/3708","https://snl.no/svarthalespove","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svarthvit fluesnapper","svarthvit-fluesnapper","publish","Fugler","Ficedula hypoleuca","Svarthvit fluesnapper er en vanlig hulrugende småfugl i skog, hager og fuglekasser.","Svarthvit fluesnapper er en liten insektspisende trekkfugl. Hannen er svart og hvit i praktdrakt, mens hunnen er brunere og mer dempet. Arten hekker i hulrom og fuglekasser, og fanger insekter både i lufta og fra blader og greiner.","Ca. 12–13 cm","Ca. 10–15 g","Hannen er svart-hvit med hvit panneflekk og hvite vingefelt. Hunnen er brungrå med lys underside.","Skog, semi-naturlig mark, hager, parker og områder med hulrom eller fuglekasser.","Hekker vanlig i store deler av Norge.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","209426","https://artsdatabanken.no/arter/takson/209426","https://snl.no/svarthvit_fluesnapper","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartmeis","svartmeis","publish","Fugler","Periparus ater","Svartmeis er en liten meis knyttet til barskog og blandingsskog.","Svartmeis er en liten meis med svart hode, hvite kinn og tydelig hvit nakkeflekk. Den hekker i hulrom, ofte lavt i stubber, røtter eller fuglekasser. Arten lever av insekter og frø, og er særlig knyttet til barskog.","Ca. 10–11,5 cm","Ca. 8–10 g","Svart hode, hvite kinn, hvit nakkeflekk og grå overside. Mindre og mer diskret enn kjøttmeis.","Skog, særlig barskog og blandingsskog.","Hekker i store deler av Norge i egnede barskogsområder.","Hele året. Hovedsakelig standfugl.","Insekter, edderkopper, larver og frø. Kan besøke fuglematere for solsikkefrø og talg.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203638","https://artsdatabanken.no/arter/takson/203638","https://snl.no/svartmeis","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartrødstjert","svartrodstjert","publish","Fugler","Phoenicurus ochruros","Svartrødstjert er en fåtallig hekkefugl i Norge, ofte knyttet til bygninger, industriområder og steinrike miljøer.","Svartrødstjert er en liten fluesnapper med rustfarget stjert. Hannen er mørk grå til svart med lysere vingefelt, mens hunnen er gråbrun. I Norge hekker arten fåtallig, ofte i sterkt menneskepåvirkede miljøer som industriområder, havner, bygningsmiljøer og steinrike områder.","Ca. 13–15 cm","Ca. 14–20 g","Rustfarget stjert som ofte dirrer. Hannen er mørk gråsvart med lysere vingefelt; hunnen er gråbrun.","Sterkt endret mark, bygninger, industriområder, havner, berg og steinrike miljøer.","Fåtallig og lokal hekkefugl i Norge, særlig i Sør-Norge.","Trekkfugl eller delvis overvintrende i milde områder. Ses særlig vår til høst.","Insekter, edderkopper, larver og noe bær.","EN – Sterkt truet","Finnes i Norge. Fåtallig etablert hekkefugl.","203732","https://artsdatabanken.no/arter/takson/203732","https://snl.no/svartr%C3%B8dstjert","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartspett","svartspett","publish","Fugler","Dryocopus martius","Svartspett er Norges største spett og en kraftig skogsfugl med svart drakt og rød isse.","Svartspett er en stor spettefugl som hakker ut store reirhull i trær, ofte i osp eller furu. Den er knyttet til skog, særlig bar- og blandingsskog, og lever mye av maur og andre insekter som den finner i trær, stubber og på bakken.","Ca. 45–57 cm","Ca. 250–370 g","Stor svart spett med kraftig lyst nebb. Hannen har rød isse, mens hunnen har rødt bare bakerst på hodet.","Skog, særlig bar- og blandingsskog med store trær og tilgang på maur.","Hekker i skogområder i store deler av Norge, særlig i Sør-Norge, Østlandet og Trøndelag.","Hele året. Hovedsakelig standfugl.","Maur, insektlarver og andre smådyr i ved, stubber og på bakken.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203615","https://artsdatabanken.no/arter/takson/203615","https://snl.no/svartspett","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Svartstrupe","svartstrupe","publish","Fugler","Saxicola rubicola","Svartstrupe er en liten, fåtallig buskskvettliknende fugl knyttet til åpne kyst- og kulturlandskap.","Svartstrupe er en liten fluesnapperfugl med mørkt hode hos hannen, oransje bryst og hvite hals- og vingefelt. Arten hekker fåtallig i Norge, særlig i åpne kystlandskap, lynghei, kratt og kulturlandskap. Den er vurdert som sterkt truet.","Ca. 12–13 cm","Ca. 13–17 g","Hannen har mørkt hode, hvit halsflekk, oransje bryst og mørk overside. Hunnen er brunere og mer dempet.","Kyst, semi-naturlig mark, lynghei, kratt og åpne kulturlandskap.","Fåtallig og lokal hekkefugl i Norge, særlig langs kysten i Sør-Norge og vestover.","Trekkfugl eller delvis overvintrende i milde kystområder.","Insekter, larver, edderkopper og andre smådyr.","EN – Sterkt truet","Finnes i Norge. Fåtallig etablert hekkefugl.","121102","https://artsdatabanken.no/arter/takson/121102","https://snl.no/svartstrupe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
